Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
Dalhousie University BEng in Mechanical Engineering,1,TOP SITE,06-12-2021,https://www.dal.ca/faculty/engineering/mechanical/programs/undergraduate.html,9,https://collegedunia.com/canada/college/22-dalhousie-university-halifax/bachelor-of-engineering-beng-mechanical-engineering-2405,,,8,https://studyabroad.shiksha.com/canada/universities/dalhousie-university/bachelor-of-engineering-in-mechanical-engineering,,,29,https://www.collegedekho.com/canada/universities-beng-in-mechanical-engineering/,,,,,,,,,,,,,16331,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
Dalhousie University BSc in Neuroscience,1,TOP SITE,06-12-2021,https://www.dal.ca/academics/programs/undergraduate/neuroscience.html,2,https://collegedunia.com/canada/college/22-dalhousie-university-halifax/bachelor-of-science-bsc-neuroscience-2426,,,3,https://studyabroad.shiksha.com/canada/universities/dalhousie-university/bsc-ba-in-neuroscience,,,,,,,,,,,,,,,,,16332,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
Memorial University of Newfoundland BSc in Physics,1,TOP SITE,06-12-2021,https://www.mun.ca/undergrad/programs/science/physics/,11,https://collegedunia.com/canada/college/41-memorial-university-of-newfoundland-st-johns/bachelor-of-science-bsc-biology-3670,,,2,https://studyabroad.shiksha.com/canada/universities/memorial-university-of-newfoundland/bsc-physics,38,https://www.careers360.com/colleges/p-k-roy-memorial-college-dhanbad/bsc-physics-hons-course,,,,,,,,,,,,,,,16333,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
Lakehead University Thunder Bay BSc in Computer Science,1,TOP SITE,06-12-2021,https://www.lakeheadu.ca/programs/undergraduate-programs/computer-science,5,https://collegedunia.com/canada/college/33-lakehead-university-thunder-bay,,,2,https://studyabroad.shiksha.com/canada/universities/lakehead-university/bsc-in-computer-science,,,32,https://www.collegedekho.com/canada/lakehead-university/,,,,,,,,,,,,,16334,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
McGill University BEng in Civil Engineering,1,TOP SITE,06-12-2021,https://www.mcgill.ca/study/2021-2022/faculties/engineering/undergraduate/programs/bachelor-engineering-beng-civil-engineering,3,https://collegedunia.com/canada/college/39-mcgill-university-montreal/bachelor-of-engineering-beng-civil-engineering-3227,,,2,https://studyabroad.shiksha.com/canada/universities/mcgill-university/bengg-in-civil-engineering,,,,,,,,,,,,,,,,,16335,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
McGill University BEng in Computer Engineering,1,TOP SITE,06-12-2021,https://www.mcgill.ca/study/2021-2022/faculties/engineering/undergraduate/programs/bachelor-engineering-beng-computer-engineering,3,https://collegedunia.com/canada/college/39-mcgill-university-montreal/bachelor-of-engineering-beng-computer-engineering-3234,,,2,https://studyabroad.shiksha.com/canada/universities/mcgill-university/bengg-in-computer-engineering,,,37,https://www.collegedekho.com/study-abroad/articles/study-engineering-in-canada/,,,,,,,,,,,,,16336,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
McGill University BEng in Electrical Engineering,1,TOP SITE,06-12-2021,https://www.mcgill.ca/study/2021-2022/faculties/engineering/undergraduate/programs/bachelor-engineering-beng-electrical-engineering,8,https://collegedunia.com/canada/college/39-mcgill-university-montreal/bachelor-of-engineering-beng-electrical-engineering-3270,,,7,https://studyabroad.shiksha.com/canada/universities/mcgill-university/bengg-in-electrical-engineering,,,38,https://www.collegedekho.com/study-abroad/articles/study-engineering-in-canada/,,,,,,,,,,,,,16337,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
McGill University BSc in Computer Science,1,TOP SITE,06-12-2021,https://www.mcgill.ca/undergraduate-admissions/program/computer-science-faculty-science,3,https://collegedunia.com/canada/college/39-mcgill-university-montreal/bachelor-of-science-bsc-computer-science-3384,,,2,https://studyabroad.shiksha.com/canada/universities/mcgill-university/bsc-honours-in-computer-science,,,,,,,,,,,,,,,,,16338,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
McGill University BEng in Mechanical Engineering,1,TOP SITE,06-12-2021,https://www.mcgill.ca/study/2021-2022/faculties/engineering/undergraduate/programs/bachelor-engineering-beng-mechanical-engineering,3,https://collegedunia.com/canada/college/39-mcgill-university-montreal/bachelor-of-engineering-beng-mechanical-engineering-3424,,,2,https://studyabroad.shiksha.com/canada/universities/mcgill-university/bengg-in-mechanical-engineering,,,,,,,,,,,,,,,,,16339,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
McMaster University BASc in Computer Science,1,TOP SITE,06-12-2021,https://www.eng.mcmaster.ca/cas/programs/degree-options/basc/computer-science,2,https://collegedunia.com/canada/college/40-mcmaster-university-hamilton/bachelor-of-applied-science-basc-computer-science-3563,,,9,https://studyabroad.shiksha.com/canada/be-btech-in-computer-science-engineering-colleges-ds,,,,,,,,,,,,,13,https://leverageedu.com/blog/hi/canada-me-bsc-computer-science-kaise-karen/,,,16342,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
Memorial University of Newfoundland BSc in Biochemistry,1,TOP SITE,06-12-2021,https://www.mun.ca/undergrad/programs/science/biochemistry/,2,https://collegedunia.com/canada/college/41-memorial-university-of-newfoundland-st-johns/bachelor-of-science-bsc-biochemistry-3662,,,3,https://studyabroad.shiksha.com/canada/universities/memorial-university-of-newfoundland/biochemistry-bsc,53,https://www.careers360.com/colleges/asan-memorial-college-of-arts-and-science-chennai/bsc-biochemistry-course,,,,,,,,,,,,,,,16343,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
