Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
Masters in Engineering Management in Germany,1,collegedunia.com,06-12-2021,https://collegedunia.com/germany/article/masters-in-engineering-management-in-germany-top-colleges-admissions-fees-funding-jobs,1,https://collegedunia.com/germany/article/masters-in-engineering-management-in-germany-top-colleges-admissions-fees-funding-jobs,3,https://studyabroad.shiksha.com/top-master-in-engineering-management-colleges-in-germany-articlepage-1899,,,,,,,,,,,9,https://leverageedu.com/blog/mem-in-germany/,,,14215,Study_Abroad,210,Course_Guide,,Study_Abroad-part_1
LLM in New Zealand,1,TOP SITE,06-12-2021,https://llm-guide.com/schools/australia-nz/new-zealand,2,https://collegedunia.com/new-zealand/article/study-llm-in-new-zealand-top-colleges-eligibility-fees-scholarships-jobs,14,https://studyabroad.shiksha.com/new-zealand/ms-colleges-dc,42,https://studyabroad.careers360.com/articles/how-apply-for-masters-in-new-zealand,,,,,,,,,31,https://leverageedu.com/blog/masters-in-public-health-in-new-zealand/,,,14222,Study_Abroad,170,Course_Guide,,Study_Abroad-part_1
Btech in UK,1,TOP SITE,06-12-2021,https://collegedunia.com/uk/article/btech-in-uk-for-international-students-top-colleges-admissions-fees-funding-scope,1,https://collegedunia.com/uk/article/btech-in-uk-for-international-students-top-colleges-admissions-fees-funding-scope,2,https://studyabroad.shiksha.com/uk/be-btech-colleges-dc,14,https://www.careers360.com/question-in-uk-is-btech-in-cse-is-known-as-bsc-in-cs,35,https://www.collegedekho.com/study-abroad/articles/timeline-for-september-intake-to-study-in-uk/,,,,,86,https://www.embibe.com/exams/uttarakhand-btech-admission/,6,https://leverageedu.com/blog/btech-in-uk/,,,14226,Study_Abroad,210,Course_Guide,,Study_Abroad-part_1
Btech in UK,1,collegedunia.com,06-12-2021,https://collegedunia.com/uk/article/btech-in-uk-for-international-students-top-colleges-admissions-fees-funding-scope,1,https://collegedunia.com/uk/article/btech-in-uk-for-international-students-top-colleges-admissions-fees-funding-scope,2,https://studyabroad.shiksha.com/uk/be-btech-colleges-dc,14,https://www.careers360.com/question-in-uk-is-btech-in-cse-is-known-as-bsc-in-cs,35,https://www.collegedekho.com/study-abroad/articles/timeline-for-september-intake-to-study-in-uk/,,,,,86,https://www.embibe.com/exams/uttarakhand-btech-admission/,6,https://leverageedu.com/blog/btech-in-uk/,,,14226,Study_Abroad,210,Course_Guide,,Study_Abroad-part_1
Masters in Healthcare Management in UK,1,TOP SITE,06-12-2021,https://www.swansea.ac.uk/postgraduate/taught/humanandhealthsciences/mschealthcaremanagement/,4,https://collegedunia.com/uk/article/study-masters-in-healthcare-management-in-uk-top-universities-admissions-fees-scholarships-jobs,28,https://studyabroad.shiksha.com/uk/universities/brunel-university/mba-healthcare-management,,,,,,,,,,,,,,,14232,Study_Abroad,140,Course_Guide,,Study_Abroad-part_1
Masters in Artificial Intelligence in Australia,1,TOP SITE,06-12-2021,https://collegedunia.com/australia/article/study-masters-in-artificial-intelligence-in-australia-top-colleges-admissions-fees-scholarships-jobs,1,https://collegedunia.com/australia/article/study-masters-in-artificial-intelligence-in-australia-top-colleges-admissions-fees-scholarships-jobs,3,https://studyabroad.shiksha.com/australia/ms-in-artificial-intelligence-colleges-ds,,,,,,,,,,,32,https://leverageedu.com/blog/masters-in-artificial-intelligence-in-australia/,,,14235,Study_Abroad,20,course_Guide,,Study_Abroad-part_1
Masters in Artificial Intelligence in Australia,1,collegedunia.com,06-12-2021,https://collegedunia.com/australia/article/study-masters-in-artificial-intelligence-in-australia-top-colleges-admissions-fees-scholarships-jobs,1,https://collegedunia.com/australia/article/study-masters-in-artificial-intelligence-in-australia-top-colleges-admissions-fees-scholarships-jobs,3,https://studyabroad.shiksha.com/australia/ms-in-artificial-intelligence-colleges-ds,,,,,,,,,,,32,https://leverageedu.com/blog/masters-in-artificial-intelligence-in-australia/,,,14235,Study_Abroad,20,course_Guide,,Study_Abroad-part_1
Masters in Artificial Intelligence in Ireland,1,TOP SITE,06-12-2021,https://collegedunia.com/ireland/article/study-masters-in-artificial-intelligence-in-ireland-top-universities-admission-eligibility-fees-scholarships-jobs,1,https://collegedunia.com/ireland/article/study-masters-in-artificial-intelligence-in-ireland-top-universities-admission-eligibility-fees-scholarships-jobs,4,https://studyabroad.shiksha.com/ireland/ms-in-artificial-intelligence-colleges-ds,,,,,,,,,,,88,https://leverageedu.com/blog/ms-in-ireland/,,,14236,Study_Abroad,10,course_Guide,,Study_Abroad-part_1
Masters in Artificial Intelligence in Ireland,1,collegedunia.com,06-12-2021,https://collegedunia.com/ireland/article/study-masters-in-artificial-intelligence-in-ireland-top-universities-admission-eligibility-fees-scholarships-jobs,1,https://collegedunia.com/ireland/article/study-masters-in-artificial-intelligence-in-ireland-top-universities-admission-eligibility-fees-scholarships-jobs,4,https://studyabroad.shiksha.com/ireland/ms-in-artificial-intelligence-colleges-ds,,,,,,,,,,,88,https://leverageedu.com/blog/ms-in-ireland/,,,14236,Study_Abroad,10,course_Guide,,Study_Abroad-part_1
Masters in Health Administration in USA,1,TOP SITE,06-12-2021,https://www.masterstudies.com/Masters-Degree/Health-Administration/USA/,2,https://collegedunia.com/usa/article/masters-in-health-administration-in-usa-top-universities-costs-scholarships-admissions-jobs-salaries,8,https://studyabroad.shiksha.com/usa/universities/national-university/master-of-healthcare-administration,,,,,,,,,,,,,,,14420,Study_Abroad,110,Course_Guide,,Study_Abroad-part_1
Student Partnership Program,1,TOP SITE,06-12-2021,https://collegedunia.com/canada/article/student-partnership-program,1,https://collegedunia.com/canada/article/student-partnership-program,11,https://studyabroad.shiksha.com/what-is-spp-program-articlepage-350,,,,,,,,,,,23,https://leverageedu.com/blog/student-partnership-program-spp-in-canada-a-world-of-opportunities-for-students/,,,14843,Study_Abroad,390,Niche,,Study_Abroad-part_1
Student Partnership Program,1,collegedunia.com,06-12-2021,https://collegedunia.com/canada/article/student-partnership-program,1,https://collegedunia.com/canada/article/student-partnership-program,11,https://studyabroad.shiksha.com/what-is-spp-program-articlepage-350,,,,,,,,,,,23,https://leverageedu.com/blog/student-partnership-program-spp-in-canada-a-world-of-opportunities-for-students/,,,14843,Study_Abroad,390,Niche,,Study_Abroad-part_1
scholarships in canada,1,TOP SITE,06-12-2021,https://www.scholars4dev.com/6179/scholarships-canada-international-students/,15,https://collegedunia.com/canada/scholarship,8,https://studyabroad.shiksha.com/scholarships/canada-cp,,,66,https://www.collegedekho.com/canada/scholarships/,,,,,,,24,https://leverageedu.com/blog/scholarships-in-canada/,,,14850,Study_Abroad,1600,Niche,,Study_Abroad-part_1
Cost for MBA In USA,1,TOP SITE,06-12-2021,https://www.mba.today/guide/fees,3,https://collegedunia.com/usa/article/mba-in-usa-fees-for-indian-students,2,https://studyabroad.shiksha.com/usa/mba-colleges-dc,26,https://studyabroad.careers360.com/articles/cost-of-pursuing-mba-in-usa,33,https://www.collegedekho.com/study-abroad/articles/top-universities-in-usa-to-study-mba/,,,,,31,https://www.embibe.com/exams/cost-of-pursuing-mba-in-usa/,21,https://leverageedu.com/blog/mba-in-usa/,,,14852,Study_Abroad,1300,Niche,,Study_Abroad-part_1
USA visa for students,1,TOP SITE,06-12-2021,https://travel.state.gov/content/travel/en/us-visas/study/student-visa.html,17,https://collegedunia.com/usa/article/us-visa-for-international-students-f1-j1-student-visa-application-requirements,4,https://studyabroad.shiksha.com/usa-student-visa-guide-applycontent5762,,,26,https://www.collegedekho.com/study-abroad/articles/list-of-documents-required-for-usa-visa-application-for-indian-students/,,,,,,,29,https://leverageedu.com/blog/usa-student-visa/,,,14854,Study_Abroad,8100,Niche,,Study_Abroad-part_1
student visa in USA,1,TOP SITE,06-12-2021,https://travel.state.gov/content/travel/en/us-visas/study/student-visa.html,26,https://collegedunia.com/usa/article/us-visa-for-international-students-f1-j1-student-visa-application-requirements,3,https://studyabroad.shiksha.com/usa-student-visa-guide-applycontent5762,,,91,https://www.collegedekho.com/study-abroad/articles/list-of-documents-required-for-usa-visa-application-for-indian-students/,,,,,,,40,https://leverageedu.com/blog/usa-student-visa/,,,14856,Study_Abroad,8100,Niche,,Study_Abroad-part_1
Study in Canada Vs India,1,TOP SITE,06-12-2021,https://www.quora.com/Higher-Education-Should-i-study-in-india-or-canada,2,https://collegedunia.com/canada/article/study-in-canada-vs-india-university-rankings-scholarships-job-prospects,25,https://studyabroad.shiksha.com/country-comparison-uk-vs-canada-guidepage-1094,79,https://studyabroad.careers360.com/articles/study-abroad-destinations-canada-vs-australia,46,https://www.collegedekho.com/study-abroad/articles/ms-in-usa-vs-ms-in-canada/,,,,,39,https://www.embibe.com/exams/study-abroad-destinations-canada-vs-australia/,7,https://leverageedu.com/blog/india-vs-canada/,,,15310,Study_Abroad,0,Niche,,Study_Abroad-part_1
Affordable Universities in Canada for masters degree,1,TOP SITE,06-12-2021,https://www.mastersportal.com/articles/2851/cheap-universities-in-canada-in-2021.html,3,https://collegedunia.com/canada/article/affordable-universities-for-masters-degree-in-canada-tuition-fee-cost-of-living-city-cost-comparison,6,https://studyabroad.shiksha.com/affordable-and-cheap-universities-in-canada-articlepage-2675,,,63,https://www.collegedekho.com/study-abroad/articles/top-universities-in-canada-to-study-ms-in-computer-science/,,,,,,,11,https://leverageedu.com/blog/cheap-universities-in-canada/,83,https://admission.buddy4study.com/study-abroad/cost-of-study-in-canada,15311,Study_Abroad,10,Niche,,Study_Abroad-part_1
Top Courses in Canada for international students,1,TOP SITE,06-12-2021,https://www.collegedekho.com/study-abroad/articles/top-courses-in-canada-for-international-students/,5,https://collegedunia.com/canada,9,https://studyabroad.shiksha.com/options-to-study-in-canada-after-xii-articlepage-1381,,,1,https://www.collegedekho.com/study-abroad/articles/top-courses-in-canada-for-international-students/,,,,,,,21,https://leverageedu.com/blog/courses-in-canada-after-12th/,3,https://admission.buddy4study.com/study-abroad/top-courses-to-study-in-canada,15312,Study_Abroad,10,Niche,,Study_Abroad-part_1
Top Courses in Canada for international students,1,collegedekho.com,06-12-2021,https://www.collegedekho.com/study-abroad/articles/top-courses-in-canada-for-international-students/,5,https://collegedunia.com/canada,9,https://studyabroad.shiksha.com/options-to-study-in-canada-after-xii-articlepage-1381,,,1,https://www.collegedekho.com/study-abroad/articles/top-courses-in-canada-for-international-students/,,,,,,,21,https://leverageedu.com/blog/courses-in-canada-after-12th/,3,https://admission.buddy4study.com/study-abroad/top-courses-to-study-in-canada,15312,Study_Abroad,10,Niche,,Study_Abroad-part_1
Short Courses in Canada,1,TOP SITE,06-12-2021,https://www.shortcoursesportal.com/countries/degrees/537788439/certificate-in-canada.html,5,https://collegedunia.com/canada/article/short-courses-in-canada-for-international-students-cost-admission-process-and-job-prospects,62,https://studyabroad.shiksha.com/options-to-study-in-canada-after-xii-articlepage-1381,,,,,,,,,,,16,https://leverageedu.com/blog/1-year-courses-in-canada/,,,15313,Study_Abroad,260,Niche,,Study_Abroad-part_1
Which city is best for international students in Canada,1,TOP SITE,06-12-2021,https://collegedunia.com/canada/article/best-cities-for-international-students-in-canada,1,https://collegedunia.com/canada/article/best-cities-for-international-students-in-canada,9,https://studyabroad.shiksha.com/8-most-popular-student-cities-of-canada-articlepage-592,33,https://studyabroad.careers360.com/articles/best-student-cities-in-canada,53,https://www.collegedekho.com/study-abroad/articles/part-time-job-options-in-canada-for-international-students/,,,,,,,5,https://leverageedu.com/blog/best-cities-in-canada/,11,https://admission.buddy4study.com/study-abroad/best-place-to-study-in-canada,15323,Study_Abroad,70,Niche,,Study_Abroad-part_1
Which city is best for international students in Canada,1,collegedunia.com,06-12-2021,https://collegedunia.com/canada/article/best-cities-for-international-students-in-canada,1,https://collegedunia.com/canada/article/best-cities-for-international-students-in-canada,9,https://studyabroad.shiksha.com/8-most-popular-student-cities-of-canada-articlepage-592,33,https://studyabroad.careers360.com/articles/best-student-cities-in-canada,53,https://www.collegedekho.com/study-abroad/articles/part-time-job-options-in-canada-for-international-students/,,,,,,,5,https://leverageedu.com/blog/best-cities-in-canada/,11,https://admission.buddy4study.com/study-abroad/best-place-to-study-in-canada,15323,Study_Abroad,70,Niche,,Study_Abroad-part_1
USA Law school application system,1,TOP SITE,06-12-2021,https://www.lsac.org/,8,https://collegedunia.com/usa/law-colleges,9,https://studyabroad.shiksha.com/student-guide-to-the-united-states-of-america-usa-guidepage-15,76,https://www.careers360.com/question-what-is-the-system-of-doing-law-in-usa-after-12-th-class,,,,,,,,,,,,,15337,Study_Abroad,0,Niche,,Study_Abroad-part_1
Collegedunia $1000 Student Essay Scholarship,1,TOP SITE,06-12-2021,https://collegedunia.com/usa/article/collegedunia-1000-student-essay-scholarship,1,https://collegedunia.com/usa/article/collegedunia-1000-student-essay-scholarship,,,,,,,,,,,,,,,,,15345,Study_Abroad,10,Niche,,Study_Abroad-part_1
Collegedunia $1000 Student Essay Scholarship,1,collegedunia.com,06-12-2021,https://collegedunia.com/usa/article/collegedunia-1000-student-essay-scholarship,1,https://collegedunia.com/usa/article/collegedunia-1000-student-essay-scholarship,,,,,,,,,,,,,,,,,15345,Study_Abroad,10,Niche,,Study_Abroad-part_1
Top universities in Australia,1,TOP SITE,06-12-2021,https://www.topuniversities.com/university-rankings-articles/world-university-rankings/top-universities-australia-2021,7,https://collegedunia.com/australia-colleges,2,https://studyabroad.shiksha.com/australia/universities,11,https://studyabroad.careers360.com/articles/top-universities-in-australia,24,https://www.collegedekho.com/australia/universities-all/,,,,,39,https://www.embibe.com/exams/top-universities-in-australia/,49,https://leverageedu.com/blog/universities-in-australia/,60,https://admission.buddy4study.com/study-abroad/top-universities-in-australia,15353,Study_Abroad,2900,Niche,,Study_Abroad-part_1
Admission in Ireland,1,TOP SITE,06-12-2021,https://www.educationinireland.com/en/how-do-i-apply-/,7,https://collegedunia.com/ireland/article/application-process-for-universities-in-ireland,2,https://studyabroad.shiksha.com/student-guide-to-ireland-guidepage-988,,,44,https://www.collegedekho.com/ireland/admission-process/,,,,,,,84,https://leverageedu.com/blog/january-intake-in-ireland/,18,https://admission.buddy4study.com/study-abroad/admission-timeline-in-ireland,15385,Study_Abroad,30,Niche,,Study_Abroad-part_1
Jobs in Ireland,1,TOP SITE,06-12-2021,https://www.jobs.ie/,,,,,,,,,,,,,,,,,,,15389,Study_Abroad,2400,Niche,,Study_Abroad-part_1
Malaysian Student visa,1,TOP SITE,06-12-2021,https://visa.educationmalaysia.gov.my/,6,https://collegedunia.com/malaysia/article/visa-to-study-in-malaysia-fees-application-process-malaysian-student-pass,13,https://studyabroad.shiksha.com/how-to-get-malaysia-student-visa-in-5-easy-steps-articlepage-801,,,,,,,,,,,,,,,15396,Study_Abroad,140,Niche,,Study_Abroad-part_1
Exam for Studying in New Zealand,1,TOP SITE,06-12-2021,https://collegedunia.com/new-zealand/article/study-in-new-zealand-requirements-ielts-toefl-pte,1,https://collegedunia.com/new-zealand/article/study-in-new-zealand-requirements-ielts-toefl-pte,4,https://studyabroad.shiksha.com/know-the-exam-patterns-to-study-in-new-zealand-articlepage-174,5,https://studyabroad.careers360.com/articles/how-apply-for-masters-in-new-zealand,36,https://www.collegedekho.com/study-abroad/articles/february-intake-to-study-in-new-zealand/,,,,,85,https://www.embibe.com/exams/new-zealand-student-visa/,10,https://leverageedu.com/blog/study-in-new-zealand-without-ielts/,23,https://admission.buddy4study.com/study-abroad-details/new-zealand,15410,Study_Abroad,0,Niche,,Study_Abroad-part_1
Exam for Studying in New Zealand,1,collegedunia.com,06-12-2021,https://collegedunia.com/new-zealand/article/study-in-new-zealand-requirements-ielts-toefl-pte,1,https://collegedunia.com/new-zealand/article/study-in-new-zealand-requirements-ielts-toefl-pte,4,https://studyabroad.shiksha.com/know-the-exam-patterns-to-study-in-new-zealand-articlepage-174,5,https://studyabroad.careers360.com/articles/how-apply-for-masters-in-new-zealand,36,https://www.collegedekho.com/study-abroad/articles/february-intake-to-study-in-new-zealand/,,,,,85,https://www.embibe.com/exams/new-zealand-student-visa/,10,https://leverageedu.com/blog/study-in-new-zealand-without-ielts/,23,https://admission.buddy4study.com/study-abroad-details/new-zealand,15410,Study_Abroad,0,Niche,,Study_Abroad-part_1
Scholarships in New Zealand,1,TOP SITE,06-12-2021,https://www.studyinnewzealand.govt.nz/how-to-apply/scholarships/,19,https://collegedunia.com/new-zealand/article/scholarships-in-new-zealand-for-ug-masters-and-phd-programs,23,https://studyabroad.shiksha.com/scholarships-for-studying-in-new-zealand-articlepage-173,,,54,https://www.collegedekho.com/new-zealand/scholarships/,,,,,,,85,https://leverageedu.com/blog/new-zealand-commonwealth-scholarships/,65,https://admission.buddy4study.com/study-abroad/new-zealand-commonwealth-scholarships,15413,Study_Abroad,260,Niche,,Study_Abroad-part_1
Student Visa New Zealand,1,TOP SITE,06-12-2021,https://www.immigration.govt.nz/new-zealand-visas/options/study,12,https://collegedunia.com/new-zealand/article/student-visa-new-zealand-cost-application-processing-time,9,https://studyabroad.shiksha.com/new-zealand-student-visa-guide-applycontent5776,77,https://studyabroad.careers360.com/articles/new-zealand-student-visa,47,https://www.collegedekho.com/study-abroad/articles/documents-needed-for-new-zealand-student-visa-application/,,,,,,,42,https://leverageedu.com/blog/new-zealand-student-visa/,72,https://admission.buddy4study.com/study-abroad/category/new-zealand,15414,Study_Abroad,1300,Niche,,Study_Abroad-part_1
Work Permit in Singapore,1,TOP SITE,06-12-2021,https://www.mom.gov.sg/passes-and-permits,44,https://collegedunia.com/singapore/article/post-degree-work-visa-options-in-singapore-work-permit-employment-pass-and-s-pass,67,https://studyabroad.shiksha.com/post-study-work-permit-in-singapore-applycontent5968,,,,,,,,,,,41,https://leverageedu.com/blog/singapore-work-visa-for-indians/,,,15425,Study_Abroad,1300,Niche,,Study_Abroad-part_1
Application Requirements to Study in Hong Kong Universities,1,TOP SITE,06-12-2021,https://www.studyinhongkong.edu.hk/en/apply-to-study/admission-requirement.php,2,https://collegedunia.com/hong-kong/college/720-the-university-of-hong-kong-pokfulam/admission,11,https://studyabroad.shiksha.com/hong-kong,,,,,,,,,,,36,https://leverageedu.com/blog/study-in-hong-kong/,,,15436,Study_Abroad,0,Niche,,Study_Abroad-part_1
Travel and Student Accommodation in Hong Kong,1,TOP SITE,06-12-2021,https://www.studyinhongkong.edu.hk/en/live-in-hong-kong/accommodation.php,3,https://collegedunia.com/hong-kong/article/travel-and-student-accommodation-in-hong-kong-octopus-card-mtr-hostels,,,,,,,,,,,,,93,https://leverageedu.com/blog/study-in-hong-kong/,,,15439,Study_Abroad,0,Niche,,Study_Abroad-part_1
Towson University Admission,1,TOP SITE,06-12-2021,https://www.towson.edu/admissions/,3,https://collegedunia.com/usa/college/2123-towson-university-towson/admission,,,,,50,https://www.collegedekho.com/usa/towson-university/,,,,,,,,,,,11741,Study_Abroad,10,Admission,,Study_Abroad-part_1
Tuskegee University Admission,1,TOP SITE,06-12-2021,https://www.tuskegee.edu/admissions,3,https://collegedunia.com/usa/college/2133-tuskegee-university-tuskegee/admission,4,https://studyabroad.shiksha.com/usa/universities/tuskegee-university,,,6,https://www.collegedekho.com/usa/tuskegee-university/,,,,,,,,,,,11746,Study_Abroad,10,Admission,,Study_Abroad-part_1
University of Calgary Admission,1,TOP SITE,06-12-2021,https://www.ucalgary.ca/future-students/undergraduate/apply,3,https://collegedunia.com/canada/college/10-university-of-calgary-calgary/admission,4,https://studyabroad.shiksha.com/canada/universities/university-of-calgary/admissions,,,,,,,,,,,,,,,11751,Study_Abroad,40,Admission,,Study_Abroad-part_1
University of Leeds Admission,1,TOP SITE,06-12-2021,https://www.leeds.ac.uk/international-admissions/doc/admissions-apply,2,https://collegedunia.com/uk/college/825-university-of-leeds-leeds/admission,3,https://studyabroad.shiksha.com/uk/universities/university-of-leeds/admissions,,,49,https://www.collegedekho.com/united-kingdom/leeds-beckett-university/,,,,,,,23,https://leverageedu.com/universities/leeds-beckett-university,,,11783,Study_Abroad,20,Admission,,Study_Abroad-part_1
Virginia State University Admission,1,TOP SITE,06-12-2021,https://www.vsu.edu/admissions/index.php,3,https://collegedunia.com/usa/college/1821-virginia-state-university-petersburg/admission,6,https://studyabroad.shiksha.com/usa/universities/virginia-state-university,,,17,https://www.collegedekho.com/ae/usa/virginia-state-university/,,,,,,,,,,,11818,Study_Abroad,10,Admission,,Study_Abroad-part_1
Newcastle University Admission,1,TOP SITE,06-12-2021,https://www.ncl.ac.uk/undergraduate/applications-offers/,3,https://collegedunia.com/uk/college/859-newcastle-university-newcastle-upon-tyne/admission,5,https://studyabroad.shiksha.com/uk/universities/newcastle-university,68,https://news.careers360.com/newcastle-university-conducts-employability-seminar-in-india,9,https://www.collegedekho.com/united-kingdom/newcastle-university-london/,,,,,,,23,https://leverageedu.com/universities/newcastle-university,32,https://admission.buddy4study.com/college/united-kingdom-newcastle-university-newcastle-upon-tyne-1750,11889,Study_Abroad,10,Admission,,Study_Abroad-part_1
University at Buffalo Admission,1,TOP SITE,06-12-2021,https://www.buffalo.edu/ub_admissions.html,3,https://collegedunia.com/usa/college/1078-university-at-buffalo-buffalo/admission,2,https://studyabroad.shiksha.com/usa/universities/university-at-buffalo,,,9,https://www.collegedekho.com/usa/university-at-buffalo/,,,,,,,,,,,11996,Study_Abroad,20,Admission,,Study_Abroad-part_1
Liberty University Admission,1,TOP SITE,06-12-2021,http://www.liberty.edu/admissions/index.cfm?PID=145,3,https://collegedunia.com/usa/college/1575-liberty-university-lynchburg/admission,,,92,https://www.careers360.com/university/nalsar-university-of-law-hyderabad/online-course-of-indian-constitution-certification-course,,,,,,,,,,,,,11999,Study_Abroad,10,Admission,,Study_Abroad-part_1
Lindenwood University Admission,1,TOP SITE,06-12-2021,https://www.lindenwood.edu/admissions/,3,https://collegedunia.com/usa/college/1939-lindenwood-university-saint-charles/admission,19,https://studyabroad.shiksha.com/usa/universities/lindenwood-university/master-of-science-in-finance,,,,,,,,,,,,,,,12008,Study_Abroad,0,Admission,,Study_Abroad-part_1
Pace University Admission,1,TOP SITE,06-12-2021,https://www.pace.edu/admission-and-aid,5,https://collegedunia.com/usa/college/1716-pace-university-new-york-city/admission,2,https://studyabroad.shiksha.com/usa/universities/pace-university,63,https://www.careers360.com/colleges/pace-institute-of-technology-and-sciences-ongole,6,https://www.collegedekho.com/usa/pace-university/,,,,,,,,,,,12013,Study_Abroad,10,Admission,,Study_Abroad-part_1
College of Charleston Admission,1,TOP SITE,06-12-2021,https://admissions.cofc.edu/,3,https://collegedunia.com/usa/college/1112-college-of-charleston-charleston/admission,,,,,,,,,,,,,,,,,12030,Study_Abroad,0,Admission,,Study_Abroad-part_1
Nova Southeastern University Admission,1,TOP SITE,06-12-2021,https://undergrad.nova.edu/admissions/index.html,4,https://collegedunia.com/usa/college/1314-nova-southeastern-university-fort-lauderdale/admission,10,https://studyabroad.shiksha.com/usa/universities/nova-southeastern-university,,,32,https://www.collegedekho.com/usa/nova-southeastern-university/,,,,,,,,,,,12042,Study_Abroad,10,Admission,,Study_Abroad-part_1
Florida State University Admission,1,TOP SITE,06-12-2021,https://admissions.fsu.edu/,5,https://collegedunia.com/usa/college/2103-florida-state-university-tallahassee/admission,3,https://studyabroad.shiksha.com/usa/universities/florida-state-university,,,14,https://www.collegedekho.com/usa/florida-state-university/,,,,,,,60,https://leverageedu.com/blog/fsu-acceptance-rate/,,,12073,Study_Abroad,10,Admission,,Study_Abroad-part_1
Ohio State University Admission,1,TOP SITE,06-12-2021,https://gpadmissions.osu.edu/apply/grad.html,4,https://collegedunia.com/usa/college/1187-ohio-state-university-columbus/admission,3,https://studyabroad.shiksha.com/usa/universities/ohio-state-university,,,20,https://www.collegedekho.com/usa/the-ohio-state-university/,,,,,,,,,,,12082,Study_Abroad,20,Admission,,Study_Abroad-part_1
MBA in Germany,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/germany/mba-colleges-dc,3,https://collegedunia.com/germany/article/mba-in-germany-top-universities-eligibility-course-fees-scholarships-jobs,1,https://studyabroad.shiksha.com/germany/mba-colleges-dc,,,,,,,,,,,42,https://leverageedu.com/blog/cost-of-mba-in-germany/,54,https://admission.buddy4study.com/study-abroad/mba-in-germany,13851,Study_Abroad,6600,Course_Guide,,Study_Abroad-part_1
MBA in Germany,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/germany/mba-colleges-dc,3,https://collegedunia.com/germany/article/mba-in-germany-top-universities-eligibility-course-fees-scholarships-jobs,1,https://studyabroad.shiksha.com/germany/mba-colleges-dc,,,,,,,,,,,42,https://leverageedu.com/blog/cost-of-mba-in-germany/,54,https://admission.buddy4study.com/study-abroad/mba-in-germany,13851,Study_Abroad,6600,Course_Guide,,Study_Abroad-part_1
Masters in management in Canada,1,TOP SITE,06-12-2021,https://mim-guide.com/schools/canada,4,https://collegedunia.com/canada/article/masters-in-management-in-canada-complete-guideline-for-international-students,3,https://studyabroad.shiksha.com/canada/mim-colleges-dc,,,,,,,,,,,13,https://leverageedu.com/blog/mim-in-canada/,,,13869,Study_Abroad,1600,Course_Guide,,Study_Abroad-part_1
MS in computer science in Germany,1,TOP SITE,06-12-2021,https://collegedunia.com/germany/article/ms-in-computer-science-in-germany-course-guide-for-international-students,1,https://collegedunia.com/germany/article/ms-in-computer-science-in-germany-course-guide-for-international-students,3,https://studyabroad.shiksha.com/germany/ms-in-computer-science-engineering-colleges-ds,,,51,https://www.collegedekho.com/study-abroad/articles/top-countries-study-ms-computer-science/,,,,,83,https://www.embibe.com/exams/ms-in-germany/,18,https://leverageedu.com/blog/ms-in-computer-science-in-germany/,,,13888,Study_Abroad,720,Course_Guide,,Study_Abroad-part_1
MS in computer science in Germany,1,collegedunia.com,06-12-2021,https://collegedunia.com/germany/article/ms-in-computer-science-in-germany-course-guide-for-international-students,1,https://collegedunia.com/germany/article/ms-in-computer-science-in-germany-course-guide-for-international-students,3,https://studyabroad.shiksha.com/germany/ms-in-computer-science-engineering-colleges-ds,,,51,https://www.collegedekho.com/study-abroad/articles/top-countries-study-ms-computer-science/,,,,,83,https://www.embibe.com/exams/ms-in-germany/,18,https://leverageedu.com/blog/ms-in-computer-science-in-germany/,,,13888,Study_Abroad,720,Course_Guide,,Study_Abroad-part_1
Masters in public health in USA,1,TOP SITE,06-12-2021,https://collegedunia.com/usa/article/masters-in-public-health-in-usa-comprehensive-course-guide,1,https://collegedunia.com/usa/article/masters-in-public-health-in-usa-comprehensive-course-guide,14,https://studyabroad.shiksha.com/usa/universities/university-of-california-berkeley-campus/master-of-public-health-mph,,,,,,,,,,,94,https://leverageedu.com/blog/masters-in-public-health-usa/,,,13899,Study_Abroad,480,Course_Guide,,Study_Abroad-part_1
Masters in public health in USA,1,collegedunia.com,06-12-2021,https://collegedunia.com/usa/article/masters-in-public-health-in-usa-comprehensive-course-guide,1,https://collegedunia.com/usa/article/masters-in-public-health-in-usa-comprehensive-course-guide,14,https://studyabroad.shiksha.com/usa/universities/university-of-california-berkeley-campus/master-of-public-health-mph,,,,,,,,,,,94,https://leverageedu.com/blog/masters-in-public-health-usa/,,,13899,Study_Abroad,480,Course_Guide,,Study_Abroad-part_1
