Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
bank po salary,1,TOP SITE,06-12-2021,https://www.careerpower.in/ibps-po-salary.html,,,5,https://prepp.in/ibps-po-exam/salary,18,https://www.shiksha.com/exams/ibps-po-exam-salary,16,https://www.careers360.com/careers/bank-probationary-officer-po,,,,,3,https://byjus.com/bank-exam/sbi-po-salary/,,,7,https://www.embibe.com/exams/ibps-po-salary/,,,,,5795,Prepp,27100,Salary,,Prepp-C2
ssc syllabus,1,TOP SITE,06-12-2021,https://ssc.nic.in/Portal/Syllabus,,,8,https://prepp.in/ssc-cgl-exam/syllabus,27,https://www.shiksha.com/exams/ssc-gd-exam-syllabus,9,https://competition.careers360.com/hi/articles/ssc-cgl-syllabus,56,https://www.collegedekho.com/exam/ssc-cgl/exam-pattern,50,https://career.aglasem.com/ssc-selection-post-syllabus/,2,https://byjus.com/ssc-exams/ssc-exam-pattern/,17,https://www.fresherslive.com/competitive-exams/ssc-syllabus-103684,11,https://www.embibe.com/exams/ssc-cgl-syllabus/,,,,,5797,Prepp,27100,Syllabus,,Prepp-C2
bsf result,1,TOP SITE,06-12-2021,https://bsf.gov.in/,,,,,,,,,,,82,https://career.aglasem.com/bsf-result/,,,3,https://www.fresherslive.com/competitive-exams/bsf-result-108587,31,https://www.embibe.com/exams/bsf-result/,,,,,5802,Prepp,8100,Result,,Prepp-C2
rbi recruitment,1,TOP SITE,06-12-2021,https://opportunities.rbi.org.in/Scripts/Vacancies.aspx,,,23,https://prepp.in/rbi-assistant-recruitment-exam,27,https://www.shiksha.com/exams/rbi-grade-b-exam-recruitment,,,,,46,https://career.aglasem.com/rbi-recruitment/,18,https://byjus.com/bank-exam/rbi-notification/,10,https://www.fresherslive.com/rbi-reserve-bank-of-india-recruitment,51,https://www.embibe.com/exams/rbi-grade-b-recruitment/,77,https://leverageedu.com/blog/rbi-law-officer-recruitment/,,,5803,Prepp,27100,Recruitment,,Prepp-C2
cag recruitment,1,TOP SITE,06-12-2021,https://cag.gov.in/en/recruitment-notices,,,,,,,,,,,,,,,5,https://www.fresherslive.com/cag-comptroller-and-auditor-general-of-india-recruitment,,,,,,,5812,Prepp,27100,Recruitment,,Prepp-C2
sbi result,1,TOP SITE,06-12-2021,https://sbi.co.in/web/careers/recruitment-results-archive,,,29,https://prepp.in/sbi-po-exam/results,7,https://www.shiksha.com/exams/sbi-clerk-exam-results,12,https://competition.careers360.com/articles/sbi-clerk-result,,,,,16,https://byjus.com/bank-exam/sbi-clerk-result/,6,https://www.fresherslive.com/competitive-exams/sbi-result-107618,24,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5817,Prepp,33100,Result,,Prepp-C2
ib recruitment,1,TOP SITE,06-12-2021,https://www.mha.gov.in/,,,15,https://prepp.in/ib-acio-exam/exam-pattern,8,https://www.shiksha.com/exams/ib-acio-exam,,,,,,,,,11,https://www.fresherslive.com/ib-intelligence-bureau-recruitment,18,https://www.embibe.com/exams/ib-acio/,,,,,5821,Prepp,27100,Recruitment,,Prepp-C2
ssc cgl 2019 syllabus,1,TOP SITE,06-12-2021,https://www.careerpower.in/ssc-cgl-syllabus.html,,,17,https://prepp.in/ssc-cgl-exam/exam-pattern,14,https://www.shiksha.com/exams/ssc-cgl-exam,28,https://competition.careers360.com/articles/ssc-cgl-syllabus,,,88,https://career.aglasem.com/jssc-cgl-syllabus/,4,https://byjus.com/ssc-cgl-syllabus/,,,37,https://www.embibe.com/exams/ssc-cgl-syllabus/Hindi,,,30,https://exam.buddy4study.com/ssc-cgl-syllabus,5825,Prepp,18100,Syllabus,,Prepp-C2
delhi police result,1,TOP SITE,06-12-2021,https://www.careerpower.in/delhi-police-result.html,,,26,https://prepp.in/delhi-police-exam/results,,,,,,,29,https://career.aglasem.com/ssc-delhi-police-constable-result/,,,23,https://www.fresherslive.com/competitive-exams/delhi-police-result-109478,36,https://www.embibe.com/exams/delhi-police-result/,,,,,5829,Prepp,27100,Result,,Prepp-C2
ibps po result,1,TOP SITE,06-12-2021,https://ibps.in/,,,5,https://prepp.in/ibps-po-exam/results,4,https://www.shiksha.com/exams/ibps-po-exam-results,10,https://competition.careers360.com/hi/articles/ibps-po-result,12,https://www.collegedekho.com/exam/ibps-po/cut-off-results,13,https://career.aglasem.com/ibps-po-result/,14,https://byjus.com/bank-exam/ibps-po-result/,21,https://www.fresherslive.com/articles/ibps-po-result,3,https://www.embibe.com/exams/ibps-po-result/,,,67,https://exam.buddy4study.com/ibps-po-result,5844,Prepp,18100,Result,,Prepp-C2
